source_id,target_id,source,licence,version
ncbigene:41672,uniprot:Q9VFS8,uniprot,CC BY 4.0,2024_03
ncbigene:34432,uniprot:Q9VKV5,uniprot,CC BY 4.0,2024_03
ncbigene:38130,uniprot:P37160,uniprot,CC BY 4.0,2024_03
ncbigene:41367,uniprot:Q9VGP4,uniprot,CC BY 4.0,2024_03
ncbigene:3355135,uniprot:P83098,uniprot,CC BY 4.0,2024_03
ncbigene:37934,uniprot:Q9W138,uniprot,CC BY 4.0,2024_03
ncbigene:39869,uniprot:Q9VV96,uniprot,CC BY 4.0,2024_03
ncbigene:32617,uniprot:P41374,uniprot,CC BY 4.0,2024_03
ncbigene:38958,uniprot:Q23973,uniprot,CC BY 4.0,2024_03
ncbigene:44098,uniprot:Q9VZU2,uniprot,CC BY 4.0,2024_03
ncbigene:42466,uniprot:Q9Y0Y2,uniprot,CC BY 4.0,2024_03
ncbigene:41278,uniprot:Q9VGY5,uniprot,CC BY 4.0,2024_03
ncbigene:43616,uniprot:Q9VA73,uniprot,CC BY 4.0,2024_03
ncbigene:32677,uniprot:Q9VXA0,uniprot,CC BY 4.0,2024_03
ncbigene:48373,uniprot:Q9V574,uniprot,CC BY 4.0,2024_03
ncbigene:46456,uniprot:Q24214,uniprot,CC BY 4.0,2024_03
ncbigene:42027,uniprot:Q9VES1,uniprot,CC BY 4.0,2024_03
ncbigene:45682,uniprot:Q9U9Q4,uniprot,CC BY 4.0,2024_03
ncbigene:31717,uniprot:Q24524,uniprot,CC BY 4.0,2024_03
ncbigene:33757,uniprot:P11929,uniprot,CC BY 4.0,2024_03
ncbigene:34320,uniprot:Q9VL63,uniprot,CC BY 4.0,2024_03
ncbigene:35570,uniprot:Q7K0P4,uniprot,CC BY 4.0,2024_03
ncbigene:34838,uniprot:Q9V3Y3,uniprot,CC BY 4.0,2024_03
ncbigene:31617,uniprot:Q9W3W5,uniprot,CC BY 4.0,2024_03
ncbigene:37823,uniprot:O01404,uniprot,CC BY 4.0,2024_03
ncbigene:39747,uniprot:Q9VUW9,uniprot,CC BY 4.0,2024_03
ncbigene:38098,uniprot:Q9W0M2,uniprot,CC BY 4.0,2024_03
ncbigene:50190,uniprot:Q9VQ66,uniprot,CC BY 4.0,2024_03
ncbigene:38397,uniprot:Q9VZS5,uniprot,CC BY 4.0,2024_03
ncbigene:40644,uniprot:Q59E04,uniprot,CC BY 4.0,2024_03
ncbigene:32007,uniprot:Q26365,uniprot,CC BY 4.0,2024_03
ncbigene:31205,uniprot:O46072,uniprot,CC BY 4.0,2024_03
ncbigene:42199,uniprot:Q94524,uniprot,CC BY 4.0,2024_03
ncbigene:41852,uniprot:P06754,uniprot,CC BY 4.0,2024_03
